Name,Goals,Big chances missed,Successful dribbles %,Total shots,Headed goals,Set piece conversion %,Tackles,Interceptions,Penalty committed,Clearances,Errors lead to goal,Dribbled past,Big chances created,Assists,Total passes,Accurate passes %,Accurate final third passes,Accurate long balls %,Saves,Clean sheets,Penalties faced,Penalties saved,Goals conceded inside the box,Goals conceded outside the box,Yellow cards,Red cards,Aerial duels won %,Total duels won %,Was fouled,Fouls,Appearances,Age Range,Position
Wataru Harada,0,0,60.71,0.7,0,0,1.15,1.37,0,1.78,0.07,0.37,0.04,0.04,51.74,82.75,9.3,42.45,0,0.3,0,0,0.93,0.07,0.04,0,55.26,52,0.56,1.26,27,2,2
Yoshiaki Komai,0.1,0.03,41.18,0.77,0.06,0,0.81,1.06,0,0.84,0,0.52,0.06,0,46.39,82.34,8.19,45.87,0,0.16,0,0,1.03,0.26,0.1,0,50,47.49,1.1,0.81,31,3,4
Leandro Pereira,0.17,0.09,70,1.26,0.09,0,0.3,0.22,0,0.48,0,0.04,0,0.09,8.87,69.12,2.61,50,0,0.04,0,0,0.52,0,0.09,0,50,48.03,0.87,1.09,23,3,4
Leo Osaki,0,0.04,50,0.52,0,0,0.6,1.72,0,2.16,0,0.52,0,0,55.28,84.3,8.28,59.38,0,0.28,0,0,0.96,0.12,0.12,0,69.57,48.61,0.72,1,25,3,3
Takahiro Yanagi,0,0,42.86,0.31,0,0,0.92,0.69,0,0.92,0,0.15,0.15,0.15,16.46,78.04,3.77,48.15,0,0,0,0,0.46,0,0.08,0,59.38,62.92,1.46,0.69,13,2,2
Seiya Maikuma,0.11,0.18,35.29,0.86,0.04,0,1.86,0.61,0,0.64,0,1.14,0.18,0.11,18.82,73.81,5.21,23.08,0,0.04,0,0,0.64,0.07,0.07,0,42.86,49.16,1.04,0.75,28,2,2
Takuma Arano,0.03,0.1,42.31,0.31,0.03,0,1,0.83,0,0.66,0.03,0.24,0.17,0.07,40.62,84.97,7.9,68.04,0,0.14,0,0,0.9,0.17,0.07,0.03,49.15,41.4,0.31,1.28,29,2,3
Shuto Abe,0.13,0.13,50,0.73,0.07,0,1.53,0.73,0,0.5,0,1,0.1,0.1,36.87,85.08,9.07,68.33,0,0.27,0,0,0.7,0.2,0.07,0,32.14,47.66,1.3,0.8,30,2,3
Tarik Elyounoussi,0.03,0.16,52,1.1,0,0,1,0.77,0,0.1,0,0.29,0.06,0.1,16.23,77.14,5.68,32,0,0,0,0,0.48,0.1,0.03,0,51.72,52.38,0.58,0.77,31,3,3
Kamiya Yuta,0.05,0.05,48.15,0.86,0,0,0.62,0.33,0,0.14,0,0.1,0.14,0.19,12.57,81.06,4,37.5,0,0,0,0,0.81,0.14,0,0,31.82,48.1,0.29,0.24,21,2,4
Ricardo Graça,0,0.05,33.33,0.27,0,0,1.27,2.09,0.05,3.32,0,0.27,0.09,0.09,31.09,74.71,2.82,39.35,0,0.14,0,0,0.95,0.09,0.18,0.05,55.22,53.25,0.64,0.91,22,2,2
Yuki Nogami,0.04,0.08,28.57,0.44,0.04,0,0.92,1.2,0,1.6,0,0.2,0.04,0.04,38.96,80.49,7.68,40,0,0.16,0,0,0.96,0.08,0.12,0,63.22,60.37,0.8,0.84,25,3,2
Ryuya Nishio,0,0,0,0.42,0,0,1,1.21,0.04,3.33,0,0.42,0.04,0.04,46.46,80.45,2.38,40.99,0,0.21,0,0,1.08,0.13,0.08,0,58.1,53.53,0.25,0.71,24,1,2
Koki Tachi,0,0.08,69.23,0.2,0,0,1.68,1.04,0,1.52,0.04,0.64,0,0,31.52,78.3,5.4,38.66,0,0.32,0,0,0.76,0.12,0,0,55.22,57.63,0.56,0.8,25,2,2
Sun Tae Kwoun,0,0,0,0,0,0,0,0.11,0,0.78,0,0,0.04,0,26.22,49.15,1.89,36.65,2.48,0.3,0.15,0,1.04,0.22,0.04,0,100,100,0.15,0,27,3,1
David Moberg Karlsson,0.4,0.2,26.67,1.75,0,1,0.3,0.35,0,0.25,0,0.35,0.1,0.05,18.55,75.74,5.35,50,0,0.1,0,0,0.25,0,0,0,33.33,29.69,0.2,0.25,20,2,3
Jun Nishikawa,0.07,0.14,88.89,0.79,0,0,0.5,0.07,0,0,0,0.29,0.14,0.14,13.21,82.7,4.86,57.14,0,0,0,0,0.64,0.14,0.07,0,0,54.84,1.36,0.64,14,1,4
Yuta Koike,0.13,0,0,0.5,0.13,0,0.75,1,0,1,0,0.5,0.5,0.13,25.13,73.13,5.63,46.15,0,0.13,0,0,0.38,0,0,0,30.77,34.04,0.75,0.5,8,2,2
Tetsushi Yamakawa,0.04,0,34.62,0.21,0,0,1.25,1.32,0,1.5,0,0.39,0.04,0.04,37.68,79.34,4.79,39.29,0,0.32,0,0,0.68,0.14,0.11,0,51.19,51.5,0.57,0.71,28,2,2
Shun Ayukawa,0.33,0.33,0,1,0,0,0.67,0,0,0.33,0,0.33,0,0,9.33,67.86,2.67,0,0,0,0,0,0.33,0,0,0,20,33.33,0,0.67,3,1,4
Musashi Suzuki,0.11,0.11,20,1.56,0,0,0.11,0.11,0,0.56,0,0.11,0,0,10.33,75.27,3.56,100,0,0,0,0,1.22,0,0,0,48.28,50.98,1.22,0.56,9,2,4
Alan Cariús,0,0,100,3,0,0,0,1,0,1,0,0,0,0,9,44.44,2,0,0,0,0,0,1,0,0,0,0,75,1,0,1,2,3
Keita Nakano,0,0,0,0.5,0,0,0.5,0,0,0,0,0.5,0,0,7,64.29,3,0,0,0,0,0,0,0,0,0,0,50,0,0,2,1,3
Junya Suzuki,0,0,0,0.25,0,0,1,0,0,0.5,0,0.25,0,0,6.75,62.96,0.75,33.33,0,0,0,0,0.25,0,0,0,0,85.71,0.5,0,4,2,2
Kei Ishikawa,0,0,0,0,0,0,0.2,0,0,0.6,0.2,0,0,0,30.2,50.33,1.4,34.51,3.6,0.2,0,0,1.4,0.4,0,0,100,100,0.4,0,5,3,1
Yoshinori Muto,0.23,0.5,46.81,2,0.15,0,0.69,0.46,0,0.54,0,0.77,0.12,0.04,18.54,73.24,6.38,58.82,0,0.23,0,0,0.73,0.08,0.04,0,44.44,44.95,2.23,1.23,26,3,4
Yuji Ono,0.08,0,41.67,0.85,0,0,0.54,0.19,0,0.38,0,0.15,0.15,0.12,15.69,65.93,5.04,52.78,0,0,0,0,0.65,0.08,0.04,0,43.1,45.45,0.81,0.62,26,3,4
Takuji Yonemoto,0,0,57.14,0.37,0,0,1.78,1.48,0.04,0.7,0,0.67,0.07,0,29.11,78.88,6.93,55.91,0,0.11,0,0,0.67,0.11,0.15,0,50,52.44,0.7,1.11,27,3,3
Leandro Damião,0.22,0.35,33.33,1.61,0.09,0,0.35,0.26,0,0.83,0,0.48,0.13,0.04,12.22,64.06,3.57,37.5,0,0.09,0,0,0.78,0.22,0.04,0,44.23,44.39,1.35,0.78,23,3,4
Ryo Takeuchi,0,0,0,0.09,0,0,1.36,2,0,1,0,1.18,0,0,34.45,82.59,4.82,45.95,0,0,0,0,0.82,0.27,0,0,29.41,45.61,0.55,0.27,11,3,3
Hiroto Yamami,0.1,0,21.43,1.67,0.1,0,0.52,0.14,0,0.33,0,0.24,0.14,0.05,14.1,71.28,5.05,40,0,0,0,0,0.81,0.05,0,0,16.67,33.01,0.67,0.71,21,1,4
Takahiro Akimoto,0,0.23,45.45,1.19,0,0,0.77,1.26,0,0.97,0,0.45,0.16,0.16,26.71,82.13,6.13,35.14,0,0.23,0,0,0.61,0.03,0,0.03,41.18,50.56,1.71,0.65,31,2,2
Hiroki Sakai,0,0.05,66.67,0.65,0,0,1.95,1.45,0,1.95,0,1.15,0.05,0,30.4,71.88,6.45,29.11,0,0.2,0,0,0.85,0.1,0.2,0,62.69,57.22,0.55,0.9,20,3,2
Takaaki Shichi,0,0,38.1,0.24,0,0,1.36,1.64,0,1.7,0.03,0.58,0.09,0.09,25.12,65.14,5.73,29.17,0,0.24,0,0,0.88,0.18,0.03,0,56.36,50,0.39,1.09,33,2,3
Teruki Hara,0,0.04,60,0.32,0,0,0.92,1.08,0,2.12,0,0.28,0.16,0.08,38.6,75.65,6.28,31.3,0,0.16,0,0,1.08,0.24,0.04,0,44.44,53.25,0.68,0.28,25,2,2
Shinzo Koroki,0.24,0.29,92.31,1,0,0,0.1,0,0.05,0.48,0,0.43,0,0.05,15.76,82.48,4.29,71.43,0,0,0,0,0.52,0.29,0.05,0,22.86,43.59,1.38,0.71,21,3,4
Kaito Mori,0.27,0.2,60,0.73,0,0,0.2,0,0,0.2,0,0,0,0,5.2,57.69,1.4,0,0,0,0,0,0.07,0.07,0,0,42.31,42.55,0.2,0.4,15,1,4
Masato Sasaki,0,0,100,0,0,0,0.05,0,0,1.3,0.05,0.05,0,0,24.25,63.71,0.4,34.72,2.6,0.3,0.1,0,1.25,0.3,0.05,0,87.5,85.71,0.3,0,20,1,1
Hiroki Miyazawa,0.12,0,62.5,0.4,0.04,0,0.92,1.12,0,1.92,0.04,0.44,0.04,0,48.36,85.44,5.28,49.18,0,0.16,0,0,1,0.36,0.2,0,53.42,49.39,0.56,1,25,3,3
Kai Shibato,0.08,0,60,0.38,0.08,0,1.42,0.79,0.04,0.83,0,0.54,0.04,0,25.42,86.39,3.21,42.42,0,0.13,0,0,0.67,0.04,0.08,0,58.82,60.4,0.88,0.54,24,2,3
Yuki Kakita,0.21,0.11,35.71,1.11,0.04,0,0.11,0.07,0,0.21,0,0.11,0.04,0.04,8.96,67.73,2.68,60,0,0.07,0,0,0.43,0,0.04,0,46.67,38.46,0.5,0.64,28,2,4
Satoki Uejo,0.11,0.06,60,1.17,0,0,0.5,0.33,0,0.06,0,0.39,0.17,0.11,9.17,78.18,3.06,50,0,0,0,0,0.39,0.06,0.06,0,0,38.98,0.61,0.56,18,2,4
Kaina Yoshio,0.11,0,55.56,1.22,0,0,1,0.11,0,0.33,0,0.22,0,0,16.22,73.97,5.33,33.33,0,0,0,0,0.56,0,0,0,33.33,48.78,0.44,0.78,9,2,3
Ryota Nagaki,0,0.06,66.67,0.83,0,0,1.11,0.56,0,0.33,0,0.44,0,0,19.5,77.78,6,37.78,0,0,0,0,0.5,0.17,0.11,0,47.06,47.56,0.44,0.72,18,3,3
Shinnosuke Hatanaka,0,0,100,0.06,0,0,1,1.06,0,2.19,0,0.25,0.06,0.06,56,91.41,4.38,68.97,0,0.13,0,0,0.88,0.06,0.13,0.06,59.09,63.41,0.63,0.44,16,2,2
Kosuke Yamamoto,0,0,45,0.11,0,0,1.29,1.07,0,0.46,0,0.75,0.18,0.04,50.39,89.51,9.57,68.22,0,0.04,0,0,1.14,0.29,0.07,0,40,44.19,0.21,0.68,28,3,3
Fumiya Unoki,0,0,0,0.75,0,0,1,0.5,0,0,0,0.25,0,0,7.5,70,2.5,50,0,0,0,0,0.5,0,0.25,0,80,76.92,0.5,0.25,4,1,4
Chanathip Songkrasin,0,0.06,75,0.38,0,0,1.06,0.63,0,0.25,0,0.25,0.06,0.13,41.63,84.83,13.75,63.64,0,0,0,0,0.69,0.13,0.25,0,33.33,48.7,0.94,1,16,2,3
Hotaka Nakamura,0,0,27.78,0.14,0,0,0.95,1.23,0,1.32,0,0.23,0.09,0.09,24.59,80.41,4.18,40.32,0,0.14,0,0,0.36,0.14,0.05,0,51.11,53.79,1,0.59,22,2,2
Kazuki Oiwa,0,0.06,0,0.39,0,0,0.83,0.89,0,2.94,0,0.28,0.06,0,38.67,76.87,3.39,39.86,0,0.39,0,0,0.78,0.17,0.06,0.06,56.67,54.29,0.44,0.89,18,3,2
Kenyu Sugimoto,0.03,0.07,71.43,1.33,0,0,0.3,0.1,0,0.73,0,0.27,0.17,0,17.5,74.67,4.7,68,0,0,0,0,0.87,0.2,0.07,0,54.33,50.22,0.8,0.67,30,3,4
Ryo Miyaichi,0.2,0.33,50,1,0,0,0.4,0,0,0.07,0,0.53,0.13,0.2,15.33,78.26,6.53,50,0,0,0,0,0.6,0,0.07,0,27.78,33.33,0.27,0.67,15,3,4
Se-hun Oh,0.08,0.23,100,1.46,0,0,0.23,0.23,0,0.15,0,0.31,0,0,7.77,61.39,2.31,50,0,0,0,0,0.23,0.08,0,0,66.1,53.26,0.46,0.62,13,1,4
Shunki Higashi,0,0.05,80,0.95,0,0,0.84,0.53,0,0.42,0,0.53,0.05,0.05,24.95,75.74,7.84,43.9,0,0.05,0,0,0.68,0.05,0,0,69.57,49.35,0.11,0.74,19,1,3
Akimi Barada,0,0.06,40,0.84,0,0,0.77,1.03,0,0.39,0,0.65,0.1,0.13,25.84,72.28,7.32,45.98,0,0.03,0,0,0.55,0.13,0.06,0,30.43,40.48,0.45,0.55,31,3,3
Hikaru Nakahara,0.04,0.07,55.56,0.74,0,0,0.48,0.15,0,0.26,0,0.3,0.07,0.07,13.81,78.02,5.26,40,0,0.04,0,0,0.63,0.07,0,0,31.25,47.19,0.33,0.3,27,2,3
Shota Kaneko,0.13,0.09,66.67,0.74,0,0,0.7,0.35,0,0.35,0,0.43,0.04,0.09,15,80.58,4.43,40,0,0.04,0,0,0.83,0.22,0,0,25,43.75,0.52,0.57,23,2,4
Ryo Takahashi,0,0,48,0.38,0,0,1.85,0.31,0,0.69,0,0.38,0.08,0.08,17.46,70.04,4.23,41.67,0,0.08,0,0,0.38,0.15,0,0,38.46,52.13,0.62,0.92,13,2,3
Joel Chima Fujita,0.03,0,50,0.52,0,0,0.83,1.14,0,0.62,0.03,0.62,0,0.03,40.03,88.98,11.21,49.12,0,0.07,0,0,0.52,0.03,0,0,50,39.1,0.1,0.97,29,1,3
Sachiro Toshima,0.08,0.04,53.33,0.58,0,0,1.23,0.88,0,0.77,0,0.69,0.04,0.04,25.58,76.54,6.35,45,0,0.04,0,0,0.62,0.15,0.15,0,50,50,0.77,1,26,2,3
Yoichi Naganuma,0.06,0.06,59.26,0.81,0,0,0.81,0.69,0,0.44,0,0.56,0.19,0.06,26.56,79.29,8.31,40,0,0.06,0,0,0.94,0.19,0.19,0,65.79,52.8,0.75,1,16,2,3
Júnior Santos,0.09,0.23,59.38,2.36,0,0,0.23,0.09,0,0.41,0,0.18,0.14,0.09,15.64,69.19,5.32,66.67,0,0,0,0,0.68,0.05,0.14,0,45.28,43.15,0.82,1.14,22,2,3
Naoki Yamada,0,0.1,60,0.52,0,0,0.48,0.76,0,0.29,0,0.57,0,0.05,19.81,80.53,6.38,31.58,0,0,0,0,0.48,0.05,0.1,0,44.44,47.5,0.67,0.57,21,3,3
Dodi,0.03,0,60.53,0.72,0,0,1.07,1.14,0,0.24,0,0.69,0,0.03,29.14,85.8,7.1,60,0,0.1,0,0,0.79,0.14,0.24,0,45,50.26,1.1,1.31,29,2,3
Ryosuke Shindo,0.29,0,66.67,0.43,0.29,0,0.43,1.43,0,3.29,0,0,0,0,30.43,77.46,1.71,32.43,0,0,0,0,1.57,0.29,0,0,70,66.67,0.57,0.14,7,2,2
Yota Sato,0,0,0,0.5,0,0,0,1,0,2.5,0,0,0,0,9.5,78.95,1,75,0,0,0,0,0.5,0,0,0,50,50,0.5,0.5,2,2,2
Kazuki Nagasawa,0,0,0,0.75,0,0,0.5,0.25,0,0.25,0,0,0.25,0,13.25,73.58,2.25,50,0,0,0,0,0.25,0,0,0,60,46.15,0.25,0.75,4,3,3
Masato Yuzawa,0,0.04,47.83,0.19,0,0,1.35,0.73,0,1.23,0,0.27,0.04,0.08,16.35,64,3.27,20.51,0,0.08,0,0,0.54,0.12,0.15,0,52.63,53.29,0.58,0.73,26,2,3
Yuta Matsumura,0.08,0,43.48,0.75,0,0,1.08,0.58,0,0.25,0,0.33,0.08,0.17,12.67,71.71,4.67,25,0,0.08,0,0,0.5,0,0,0,61.54,50,0.25,0.58,12,1,3
Yuta Toyokawa,0.09,0.09,42.86,1.45,0,0,0.5,0.32,0,0.41,0,0.36,0,0,8.95,65.99,3.18,30,0,0,0,0,0.36,0.23,0,0,27.78,36.63,0.91,1.05,22,2,4
Yuki Otsu,0.12,0.12,50,1.04,0.04,0,0.38,0.08,0,0.35,0,0.23,0.08,0.04,10.27,75.28,3.77,33.33,0,0.04,0,0,0.73,0.12,0.19,0,24.53,38.82,1.04,0.65,26,3,4
Luiz Phellype,0.17,0.08,50,1.25,0,0,0.17,0,0,0.42,0,0.08,0.08,0.08,9.67,74.14,2.17,100,0,0,0,0,0.67,0.17,0.17,0,45,35.85,0.33,0.58,12,2,4
Hiroto Yamada,0.2,0.15,50,1.15,0,0,0.5,0.2,0,0.4,0,0.3,0.1,0,13.5,76.67,4.55,69.23,0,0,0,0,0.65,0.1,0.05,0,41.51,40.5,0.5,0.7,20,1,4
Shintaro Nago,0,0.2,33.33,0.6,0,0,1,1.4,0,0.2,0,0,0,0,23,84.35,6.2,50,0,0,0,0,0,0,0.2,0,20,50,0.4,0.4,5,2,3
Toshihiro Aoyama,0,0,0,0.13,0,0,0.47,0.4,0,0.2,0,0.07,0,0,17.4,82.38,3.87,42.11,0,0,0,0,0.27,0.07,0,0,66.67,66.67,0.33,0.2,15,3,3
Daiju Sasaki,0,0.11,33.33,0.68,0,0,1.05,0.16,0,0.58,0,0.58,0.16,0.05,13.89,74.62,4.21,50,0,0,0,0,0.26,0.05,0,0,44.64,48.87,0.84,0.58,19,1,3
Ryu Takao,0,0,50,0.12,0,0,1.04,1.5,0,1.62,0,0.38,0,0,30.54,80.98,5.5,48.72,0,0.27,0,0,0.81,0.08,0,0,43.64,48.63,0.38,0.77,26,2,2
Yusuke Segawa,0.09,0.19,39.02,2.34,0.03,0,0.72,0.25,0,0.41,0,0.44,0.19,0.03,16.53,74.67,5.25,58.33,0,0.19,0,0,0.63,0.16,0.06,0.03,35.48,36.24,0.72,1.03,32,2,4
Kosuke Taketomi,0.12,0.28,73.91,1.16,0.08,0,0.8,0.72,0,0.92,0,0.6,0.08,0.16,18.88,77.12,6.28,37.5,0,0.04,0,0,0.68,0.28,0.04,0,32.76,43.01,1,1.2,25,3,3
Yusuke Chajima,0.14,0,20,1,0.14,0,0.14,0.29,0,0.71,0,0.14,0,0,21.43,71.33,5.57,43.75,0,0,0,0,0.29,0.14,0,0,0,21.43,0.14,0.29,7,3,3
Hirotaka Tameda,0,0.07,38.89,0.86,0,0,0.86,0.54,0,0.36,0,0.54,0.11,0.11,15.61,78.72,4.25,53.13,0,0,0,0,0.5,0.04,0,0.04,48.48,58.27,1.25,0.39,28,2,3
Wellington,0.07,0.11,26.67,0.78,0.07,0,0.22,0.07,0,0.52,0,0.3,0.07,0,10.56,63.51,3.22,75,0,0,0,0,0.48,0.07,0,0,52.08,48.78,0.59,0.56,27,3,4
Kentaro Oi,0,0,75,0.52,0,0,1.14,1.52,0.05,3.29,0,0.52,0,0.05,31,81.87,1.95,45.79,0,0.05,0,0,1.1,0.29,0.1,0,56,55.3,0.19,0.67,21,3,2
Mitsuki Saito,0.08,0.08,61.9,0.46,0,0,1.58,0.73,0,0.62,0,0.69,0.12,0.08,30.42,81.29,6.35,31.43,0,0.12,0,0,1,0.08,0.15,0,24,45.14,0.73,1.19,26,1,3
Keiya Sento,0.06,0.12,58.33,0.76,0,0,0.97,0.35,0,0.21,0,0.26,0,0,22.53,79.11,5.82,52.33,0,0.03,0,0,0.62,0.09,0.03,0,28.85,50.28,0.88,0.44,34,2,3
Itsuki Someno,0.08,0,33.33,0.5,0.08,0,0.42,0,0,0,0,0,0,0,4.33,65.38,1.25,33.33,0,0,0,0,0.33,0.08,0,0,63.64,57.89,0.17,0.33,12,1,4
Kotaro Omori,0.08,0,69.44,0.32,0,0,0.88,0.48,0,0.04,0,0.6,0,0.04,28.96,83.01,6.32,54.1,0,0,0,0,1.04,0.16,0.12,0,54.55,47.29,0.32,0.64,25,3,4
Shinya Nakano,0.05,0,26.67,0.32,0,0,1.11,0.95,0,0.68,0,0.47,0,0,35.95,83.02,8.11,50.79,0,0.21,0,0,0.47,0.11,0,0,31.91,39.5,0.37,0.68,19,1,2
Jean Patric,0.18,0.07,46.88,1.32,0.07,0,0.64,0.18,0,0.21,0,0.36,0.07,0,8.61,66.8,2.61,41.67,0,0,0,0,0.46,0.04,0.07,0,43.4,43.42,0.36,0.5,28,2,4
Ryoya Morishita,0.03,0.13,53.57,0.47,0,0,0.97,0.91,0,0.94,0,0.59,0.06,0.06,31.28,72.83,8.03,28.72,0,0.22,0,0,0.78,0.13,0.16,0,30.77,46.06,0.94,0.63,32,2,3
Blessing Eleke,0.25,0,20,0.75,0,0,0,0,0,0,0,0,0.25,0.25,5.25,76.19,2,0,0,0,0,0,1,0,0,0,0,10,0.25,0.5,4,2,4
Keiya Shiihashi,0.03,0.06,75,0.84,0,0,1.13,1.1,0,0.97,0,0.9,0,0.03,34.87,78.54,7.81,46.34,0,0.13,0,0,0.87,0.23,0.16,0,37.5,40.72,0.81,1.68,31,2,3
Everaldo,0.26,0.11,33.33,0.95,0,0,0.16,0.05,0,0.63,0,0.21,0,0,7,60.9,1.89,44.44,0,0,0,0,0.32,0,0.11,0,52.38,39.64,0.16,1,19,3,4
Yuya Fukuda,0.13,0,54.55,0.6,0,0,0.67,0.33,0.07,0.27,0,0.2,0.13,0,10.13,76.32,3,46.15,0,0,0,0,0.27,0.07,0.07,0,50,56.9,0.73,0.27,15,1,3
Takumi Miyayoshi,0.13,0,50,0.27,0,0,0.6,0.27,0,0.2,0,0.33,0.07,0,8.33,56,2.27,60,0,0,0,0,0.53,0.07,0.07,0,32.14,37.5,0.13,0.4,15,3,4
Takuto Hayashi,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,25,55.2,0.4,32.1,2.4,0.2,0,0,1.2,0,0,0,0,100,0.2,0,5,3,1
Bruno Mendes,0.14,0.05,47.06,1.27,0.05,0,0.32,0.09,0,0.32,0,0,0,0.05,9.18,63.86,2.5,45.45,0,0,0,0,0.64,0.09,0.05,0,43.55,41.96,0.23,0.5,22,2,4
Keita Nakamura,0,0.17,58.33,0.42,0,0,1.17,0.83,0,0.5,0,0.83,0.08,0.08,27.33,80.18,6.83,54.55,0,0.08,0,0,0.5,0.08,0.08,0,50,46.05,0.83,1.33,12,2,3
Hiroyuki Abe,0.14,0.07,37.5,0.79,0,0,0.31,0.17,0,0.14,0,0.21,0.03,0.03,11.38,77.88,2.83,60,0,0,0,0,0.34,0.14,0,0,25,38,0.17,0.28,29,3,4
Masaaki Murakami,0,0,0,0,0,0,0.04,0,0,1.07,0.04,0,0,0,24.15,43.87,2.41,36.63,1.96,0.3,0.15,0.04,0.96,0.19,0,0,84.62,90.91,0.3,0,27,3,1
Ryogo Yamasaki,0.07,0.07,44.44,1.33,0,0,0.4,0.2,0,1.33,0,0.2,0,0,15.93,58.16,4.73,54.55,0,0,0,0,0.2,0.13,0.07,0,52.17,40.74,0.73,1.4,15,3,4
Yuta Miyamoto,0,0,27.27,0.47,0,0,1,0.2,0,1.07,0,0.33,0,0,35.6,83.71,6.4,37.78,0,0.07,0,0,0.8,0.13,0,0,54.17,56.47,1.13,0.73,15,1,2
Yuji Kitajima,0,0,63.64,0.33,0,0,1.11,0.22,0,0.22,0,0.89,0,0,12.89,74.14,4.44,50,0,0,0,0,0.67,0,0,0,60,46.15,0.44,1.33,9,1,3
Takuya Aoki,0,0,40,0.33,0,0,0.78,1.61,0,1.72,0.11,0.5,0,0,38.28,86.5,5.17,63.38,0,0.22,0,0,0.83,0.17,0.06,0.06,64,52.69,0.94,1.11,18,3,3
Takuto Kato,0,0,100,0.27,0,0,0.27,0.27,0,0.55,0,0.27,0.09,0,11,76.03,3,46.15,0,0,0,0,0.18,0,0,0,40,45,0,0.09,11,1,3
Kosuke Shirai,0,0.06,40,0.21,0,0,1.27,1.3,0,1.15,0,0.58,0.09,0.06,26.58,72.18,6.39,31.4,0,0.15,0,0,0.79,0.24,0.03,0,34.48,47.88,1.24,0.7,33,2,2
Takahiro Ogihara,0,0,83.33,0.33,0,0,0.83,0.58,0,0.33,0,0.75,0,0,41.33,86.9,6.25,55.1,0,0.08,0,0,0.83,0.17,0.17,0.08,60,48,0.25,1,12,3,3
Kazuya Konno,0.07,0.03,39.53,0.8,0,0,0.6,0.2,0,0.17,0,0.2,0.17,0.03,14.77,76.98,4.97,57.89,0,0,0,0,0.47,0.13,0,0,18.18,45.71,0.37,0.27,30,2,3
Shu Kurata,0,0,50,1,0,0,1.06,0.5,0,0.39,0,0.61,0.11,0,29,81.8,5.67,41.86,0,0.06,0,0,1.06,0.11,0.17,0,25,43.4,0.78,1.11,18,3,3
Takuya Uchida,0,0,54.55,0.37,0,0,0.89,0.47,0,0.58,0,0.37,0,0.05,13.79,82.44,3.89,41.18,0,0.05,0,0,0.26,0.11,0.11,0,39.29,47,0.37,0.63,19,2,3
Juan Alano,0.09,0,26.09,1.09,0.04,0,0.87,0.91,0,0.3,0,0.17,0.17,0.09,20.83,75.99,6.52,47.37,0,0,0,0,0.57,0.04,0.13,0,33.33,35.63,0.78,1.09,23,2,4
Shimpei Fukuoka,0,0.14,61.54,0.61,0,0,0.96,0.57,0,0.64,0,0.43,0.11,0.04,22.14,77.26,6.29,43.86,0,0.04,0,0,0.57,0.18,0.11,0,44.44,43.48,0.36,1.07,28,1,3
Hideki Ishige,0,0.05,36.36,0.6,0,0,0.55,0.45,0,0.3,0,0.4,0.1,0.15,15.3,77.78,4.1,47.62,0,0,0,0,0.6,0.05,0,0,20.83,36.56,0.7,0.65,20,2,3
Koki Anzai,0,0,44.78,0.52,0,0,1.55,0.67,0,1.39,0,0.3,0.12,0.03,34.12,77.8,7.85,32.89,0,0.18,0,0,0.91,0.21,0.03,0,57.58,53.15,0.48,0.73,33,2,2
Itsuki Oda,0,0,0,0.5,0,0,1,0.5,0,1,0,0.5,0,0,18.5,54.05,5,0,0,0,0,0,0.5,0,0,0,77.78,62.5,0.5,1,2,2,2
Oliver Kamdem,0,0,100,0.33,0,0,1.33,2.33,0,0,0,0.67,0,0,17.33,84.62,3.67,100,0,0,0,0,0,0,0,0,60,61.54,0,0.33,3,1,2
Alexei Koşelev,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30.5,59.02,0.75,25.81,3.5,0,0,0,2,0,0,0,0,0,0,0,4,2,1
Stefan Mugoša,0,0,100,0.8,0,0,0,0,0,0,0,0,0,0,5.4,59.26,0.8,0,0,0,0,0,0.4,0,0,0,73.33,63.16,0,0.4,5,3,4
Shota Fukuoka,0,0.09,50,0.27,0,0,0.09,1.45,0,2.36,0,0.27,0,0,29.45,81.17,2.09,46.55,0,0,0,0,0.64,0.18,0,0,38.46,32.14,0.09,0.36,11,2,2
Yu Funabashi,0,0,50,0.08,0,0,0.69,0.77,0,0.38,0,0.31,0,0,16.08,86.6,3.77,58.33,0,0,0,0,0.31,0.08,0,0,33.33,41.94,0,0.31,13,1,3
Ryuji Izumi,0.03,0,64.29,0.77,0,0,0.83,0.93,0,0.47,0,0.63,0.03,0.13,25.77,80.21,7.2,48.98,0,0.1,0,0,0.87,0.2,0.07,0,46.94,47.77,1.07,1.23,30,2,3
Taichi Kikuchi,0,0,51.85,0.59,0,0,1.19,0.33,0,0.04,0,0.59,0.07,0,19.74,73.92,6.67,45,0,0,0,0,0.48,0,0.04,0,17.65,38.89,0.52,1.26,27,1,2
Daiki Kaneko,0.05,0,57.14,0.27,0,0,1.55,0.77,0,0.41,0,0.82,0.05,0.05,19.41,73.77,3.91,53.85,0,0,0,0,0.5,0.14,0.09,0.05,40,44.78,0.59,1.18,22,2,3
Adam Taggart,0.25,0.2,60,1.8,0.05,0,0.15,0,0,0.2,0,0.2,0,0,7.85,65.61,2.75,66.67,0,0,0,0,0.45,0.05,0,0,31.58,31.68,0.55,0.8,20,2,4
